1262	MA Lowell	[0.47619047619047616, 15.502958579881657, 16.5207100591716, 0.29411764705882354, 14.64, 17.221818181818183, 'Nan', 'Nan', 'Nan']
1263	Maine	[0.35294117647058826, 16.534798534798536, 18.175824175824175, 0.1, 16.02493765586035, 19.4214463840399, 0.3333333333333333, 17.04, 20.64]
1264	Manhattan	[0.7352941176470589, 17.215827338129497, 15.654676258992806, 0.46808510638297873, 16.62992125984252, 16.929133858267715, 0.6470588235294118, 16.7007299270073, 15.474452554744525]
1265	Marist	[0.47368421052631576, 17.111842105263158, 16.960526315789473, 0.18604651162790697, 15.76, 18.114285714285714, 0.23076923076923078, 14.514285714285714, 16.704761904761906]
1266	Marquette	[0.7551020408163265, 17.65829145728643, 15.849246231155778, 0.30303030303030304, 15.580882352941176, 16.514705882352942, 0.5294117647058824, 16.794117647058822, 16.691176470588236]
1267	Marshall	[0.5681818181818182, 17.53541076487252, 16.74787535410765, 0.10256410256410256, 16.367088607594937, 19.50632911392405, 0.1111111111111111, 15.333333333333334, 17.194444444444443]
1268	Maryland	[0.8518518518518519, 18.37875288683603, 15.621247113163973, 0.36666666666666664, 15.755102040816327, 16.775510204081634, 0.5882352941176471, 17.647058823529413, 16.61764705882353]
1269	Massachusetts	[0.7317073170731707, 18.593939393939394, 17.169696969696968, 0.5555555555555556, 17.363321799307958, 17.750865051903116, 0.6, 18.571428571428573, 18.658385093167702]
1270	McNeese St	[0.59375, 17.46718146718147, 17.436293436293436, 0.2222222222222222, 15.530054644808743, 18.2896174863388, 0.2857142857142857, 16.56140350877193, 19.403508771929825]
1271	MD E Shore	[0.4482758620689655, 16.748936170212765, 16.782978723404256, 0.24, 15.34, 18.22, 0.0, 13.972222222222221, 16.72222222222222]
1272	Memphis	[0.8113207547169812, 18.821596244131456, 15.906103286384976, 0.6206896551724138, 17.435897435897434, 16.905982905982906, 0.5789473684210527, 16.883116883116884, 17.0]
1273	Mercer	[0.8780487804878049, 17.668639053254438, 14.55621301775148, 0.4888888888888889, 16.726775956284154, 16.557377049180328, 0.3, 15.121951219512194, 15.75609756097561]
1274	Miami FL	[0.6808510638297872, 16.63350785340314, 14.722513089005236, 0.6486486486486487, 16.308724832214764, 15.483221476510067, 0.6111111111111112, 16.273972602739725, 15.191780821917808]
1275	Miami OH	[0.5121951219512195, 16.96385542168675, 17.02409638554217, 0.2608695652173913, 15.401617250673855, 17.552560646900268, 0.0, 13.1875, 15.875]
1276	Michigan	[0.8163265306122449, 18.243037974683546, 14.962025316455696, 0.45161290322580644, 16.5748031496063, 16.992125984251967, 0.7307692307692307, 17.514285714285716, 16.0]
1277	Michigan St	[0.8163265306122449, 18.12, 14.84, 0.625, 17.2015503875969, 16.023255813953487, 0.7096774193548387, 17.248, 16.088]
1278	Minnesota	[0.7924528301886793, 18.685446009389672, 15.56338028169014, 0.2903225806451613, 15.818181818181818, 16.885375494071145, 0.42857142857142855, 17.214285714285715, 18.035714285714285]
1279	Mississippi	[0.74, 19.264197530864198, 16.735802469135802, 0.5, 17.93793103448276, 17.924137931034483, 0.7058823529411765, 18.014598540145986, 16.744525547445257]
1280	Mississippi St	[0.5416666666666666, 15.778350515463918, 15.757731958762887, 0.12121212121212122, 15.636363636363637, 18.62878787878788, 0.4, 16.116666666666667, 17.45]
1281	Missouri	[0.8, 18.258706467661693, 15.990049751243781, 0.16666666666666666, 16.05785123966942, 18.016528925619834, 0.4444444444444444, 16.8843537414966, 17.41496598639456]
1282	Missouri KC	[0.37142857142857144, 16.73498233215548, 17.19434628975265, 0.2765957446808511, 15.248677248677248, 18.174603174603174, 0.3333333333333333, 16.666666666666668, 17.083333333333332]
1283	Missouri St	[0.6341463414634146, 15.987987987987989, 15.543543543543544, 0.20512820512820512, 14.566878980891719, 17.337579617834393, 0.2727272727272727, 14.933333333333334, 16.511111111111113]
1284	Monmouth NJ	[0.4772727272727273, 16.876404494382022, 17.089887640449437, 0.3191489361702128, 15.851851851851851, 17.444444444444443, 0.6, 17.55, 18.05]
1285	Montana	[0.8048780487804879, 17.53753753753754, 15.885885885885886, 0.5227272727272727, 16.795640326975477, 16.81198910081744, 0.0, 13.083333333333334, 19.666666666666668]
1286	Montana St	[0.48717948717948717, 16.848101265822784, 17.145569620253166, 0.22727272727272727, 15.892351274787535, 18.526912181303118, 0.0, 16.75, 18.416666666666668]
1287	Morehead St	[0.5555555555555556, 18.05442176870748, 17.510204081632654, 0.425531914893617, 17.16842105263158, 17.58421052631579, 0.5454545454545454, 18.06741573033708, 17.55056179775281]
1288	Morgan St	[0.5666666666666667, 16.84426229508197, 16.262295081967213, 0.2857142857142857, 16.156565656565657, 17.858585858585858, 0.5333333333333333, 16.737704918032787, 16.59016393442623]
1289	Morris Brown	['Nan', 'Nan', 'Nan', 'Nan', 'Nan', 'Nan', 'Nan', 'Nan', 'Nan']
1290	MS Valley St	[0.4074074074074074, 17.636363636363637, 18.10909090909091, 0.07407407407407407, 15.393518518518519, 20.27777777777778, 0.25, 16.9375, 19.53125]
1291	Mt St Mary's	[0.7631578947368421, 17.921824104234528, 16.592833876221498, 0.34545454545454546, 16.87191011235955, 18.552808988764045, 0.5, 15.625, 15.625]
1292	MTSU	[0.8837209302325582, 18.115606936416185, 14.31791907514451, 0.5609756097560976, 15.619047619047619, 15.619047619047619, 0.4666666666666667, 15.223140495867769, 15.570247933884298]
1293	Murray St	[0.8378378378378378, 19.13422818791946, 16.456375838926174, 0.631578947368421, 18.31715210355987, 17.689320388349515, 0.45454545454545453, 18.224719101123597, 18.359550561797754]
1294	N Colorado	[0.7297297297297297, 18.66, 16.966666666666665, 0.2391304347826087, 16.908602150537636, 18.451612903225808, 0.6666666666666666, 15.666666666666666, 14.916666666666666]
1295	N Dakota St	[0.9393939393939394, 17.449056603773585, 14.007547169811321, 0.5348837209302325, 16.664739884393065, 16.722543352601157, 0.75, 16.323076923076922, 14.8]
1296	N Illinois	[0.46511627906976744, 15.203438395415473, 15.426934097421203, 0.24444444444444444, 14.351648351648352, 16.318681318681318, 0.0, 12.0, 13.25]
1297	N Kentucky	[0.5277777777777778, 16.52413793103448, 16.041379310344826, 0.2727272727272727, 16.056338028169016, 17.802816901408452, 0.0, 14.6, 17.5]
1298	Navy	[0.425, 15.037267080745341, 15.378881987577639, 0.17391304347826086, 14.07027027027027, 16.54054054054054, 0.5, 13.5625, 14.4375]
1299	NC A&T	[0.59375, 15.876447876447877, 15.420849420849422, 0.15384615384615385, 14.7242206235012, 17.741007194244606, 0.5384615384615384, 15.676190476190476, 15.58095238095238]
1300	NC Central	[0.9375, 17.2015503875969, 13.426356589147288, 0.6444444444444445, 16.12121212121212, 15.173553719008265, 0.6666666666666666, 17.145833333333332, 14.145833333333334]
1301	NC State	[0.7678571428571429, 19.04635761589404, 16.781456953642383, 0.4375, 16.591439688715955, 17.151750972762645, 0.5789473684210527, 17.62091503267974, 17.30718954248366]
1302	NE Illinois	['Nan', 'Nan', 'Nan', 'Nan', 'Nan', 'Nan', 'Nan', 'Nan', 'Nan']
1303	NE Omaha	[0.5588235294117647, 19.582417582417584, 19.047619047619047, 0.2916666666666667, 18.07751937984496, 20.108527131782946, 0.5, 18.625, 19.875]
1304	Nebraska	[0.72, 16.16915422885572, 14.965174129353233, 0.17142857142857143, 14.01423487544484, 16.839857651245552, 0.45454545454545453, 16.764044943820224, 17.123595505617978]
1305	Nevada	[0.4772727272727273, 16.803370786516854, 16.758426966292134, 0.3, 15.865443425076453, 17.932721712538225, 0.0, 16.535714285714285, 19.071428571428573]
1306	New Hampshire	[0.4594594594594595, 15.3421926910299, 15.448504983388704, 0.2765957446808511, 14.643799472295514, 15.767810026385224, 0.0, 12.75, 17.25]
1307	New Mexico	[0.8260869565217391, 17.372972972972974, 14.854054054054053, 0.6, 16.07017543859649, 15.69122807017544, 0.631578947368421, 16.727272727272727, 16.25974025974026]
1308	New Mexico St	[0.9090909090909091, 18.311614730878187, 14.855524079320114, 0.46511627906976744, 17.111747851002864, 16.865329512893982, 0.6428571428571429, 16.07079646017699, 15.36283185840708]
1309	New Orleans	[0.48148148148148145, 17.739910313901344, 18.278026905829595, 0.16666666666666666, 16.083333333333332, 19.857142857142858, 0.3333333333333333, 15.916666666666666, 16.75]
1310	Niagara	[0.4523809523809524, 18.17008797653959, 18.0, 0.27906976744186046, 16.997101449275362, 19.055072463768116, 0.3, 18.75, 20.0]
1311	Nicholls St	[0.5666666666666667, 17.16393442622951, 16.92622950819672, 0.22916666666666666, 15.8656330749354, 18.857881136950905, 0.16666666666666666, 16.625, 18.458333333333332]
1312	NJIT	[0.6333333333333333, 17.5327868852459, 16.75409836065574, 0.36363636363636365, 16.3876404494382, 17.43258426966292, 0.0, 15.25, 15.5]
1313	Norfolk St	[0.7741935483870968, 18.42570281124498, 16.89156626506024, 0.5, 16.144329896907216, 16.603092783505154, 0.5, 15.947368421052632, 16.31578947368421]
1314	North Carolina	[0.7959183673469388, 19.604060913705585, 16.517766497461928, 0.5588235294117647, 17.970909090909092, 17.592727272727274, 0.6666666666666666, 19.520833333333332, 18.09375]
1315	North Dakota	[0.5, 17.67883211678832, 17.445255474452555, 0.2978723404255319, 16.75862068965517, 18.97082228116711, 0.5, 17.34375, 18.0]
1316	North Florida	[0.6666666666666666, 18.765151515151516, 17.242424242424242, 0.37037037037037035, 16.674364896073904, 18.254041570438797, 0.6666666666666666, 18.458333333333332, 16.333333333333332]
1317	North Texas	[0.5348837209302325, 16.710982658959537, 16.68208092485549, 0.2894736842105263, 16.116883116883116, 18.032467532467532, 0.375, 16.276923076923076, 17.415384615384614]
1318	Northeastern	[0.5128205128205128, 17.19496855345912, 16.82389937106918, 0.55, 16.21472392638037, 16.441717791411044, 0.6, 16.9875, 16.4375]
1319	Northern Arizona	[0.6666666666666666, 17.513698630136986, 16.623287671232877, 0.32, 16.376237623762375, 18.425742574257427, 0.3333333333333333, 14.0, 15.205479452054794]
1320	Northern Iowa	[0.8837209302325582, 17.54335260115607, 14.710982658959537, 0.4722222222222222, 15.80952380952381, 15.863945578231293, 0.47058823529411764, 16.1021897810219, 15.445255474452555]
1321	Northwestern	[0.5, 15.28310502283105, 15.237442922374429, 0.3333333333333333, 15.00377358490566, 16.633962264150945, 0.4, 14.88888888888889, 16.123456790123456]
1322	Northwestern LA	[0.78125, 21.706563706563706, 19.513513513513512, 0.4444444444444444, 19.78393351800554, 20.42105263157895, 0.5714285714285714, 18.25, 19.071428571428573]
1323	Notre Dame	[0.8245614035087719, 18.680851063829788, 15.61276595744681, 0.42857142857142855, 16.504424778761063, 17.035398230088497, 0.65, 18.037037037037038, 17.098765432098766]
1324	Oakland	[0.7222222222222222, 19.10810810810811, 18.18243243243243, 0.2653061224489796, 17.321518987341772, 19.255696202531645, 0.0, 16.583333333333332, 18.958333333333332]
1325	Ohio	[0.7, 18.158024691358026, 15.990123456790123, 0.46153846153846156, 16.787301587301588, 17.663492063492065, 0.42857142857142855, 16.642857142857142, 17.571428571428573]
1326	Ohio St	[0.8793103448275862, 19.06236559139785, 14.335483870967742, 0.4666666666666667, 15.761316872427983, 15.662551440329219, 0.6842105263157895, 17.241830065359476, 16.431372549019606]
1327	Okla City	['Nan', 'Nan', 'Nan', 'Nan', 'Nan', 'Nan', 'Nan', 'Nan', 'Nan']
1328	Oklahoma	[0.8695652173913043, 19.8, 16.535135135135135, 0.46875, 17.715384615384615, 17.638461538461538, 0.5454545454545454, 16.937853107344633, 16.65536723163842]
1329	Oklahoma St	[0.8125, 18.838874680306905, 15.089514066496164, 0.3548387096774194, 17.115537848605577, 17.378486055776893, 0.631578947368421, 17.251612903225805, 16.503225806451614]
1330	Old Dominion	[0.58, 16.52970297029703, 15.376237623762377, 0.34285714285714286, 15.701067615658364, 16.768683274021353, 0.4444444444444444, 14.472222222222221, 15.305555555555555]
1331	Oral Roberts	[0.7058823529411765, 18.68864468864469, 16.82051282051282, 0.391304347826087, 16.60053619302949, 17.420911528150135, 0.5, 15.5625, 16.1875]
1332	Oregon	[0.8727272727272727, 19.435665914221218, 16.31602708803612, 0.5483870967741935, 17.813953488372093, 17.984496124031008, 0.6, 18.0, 17.714285714285715]
1333	Oregon St	[0.7142857142857143, 17.878481012658227, 16.065822784810127, 0.24242424242424243, 16.172932330827066, 17.827067669172934, 0.2727272727272727, 17.181818181818183, 18.181818181818183]
1334	Pacific	[0.5945945945945946, 17.36, 17.026666666666667, 0.32432432432432434, 16.107744107744107, 17.663299663299664, 0.5625, 16.375, 17.0625]
1335	Penn	[0.39473684210526316, 16.34640522875817, 17.137254901960784, 0.24444444444444444, 15.434903047091412, 17.56786703601108, 0.0, 16.125, 18.8125]
1336	Penn St	[0.54, 17.10891089108911, 16.485148514851485, 0.28125, 15.57976653696498, 17.22178988326848, 0.4666666666666667, 16.338709677419356, 17.596774193548388]
1337	Pepperdine	[0.5384615384615384, 16.50955414012739, 16.49044585987261, 0.43902439024390244, 16.07250755287009, 16.821752265861026, 0.3333333333333333, 16.52777777777778, 17.13888888888889]
1338	Pittsburgh	[0.7962962962962963, 17.643835616438356, 14.54337899543379, 0.5357142857142857, 16.183406113537117, 15.965065502183407, 0.5263157894736842, 17.039473684210527, 15.328947368421053]
1339	Portland	[0.5348837209302325, 17.5, 16.892045454545453, 0.2702702702702703, 16.0, 17.839464882943144, 0.5454545454545454, 16.454545454545453, 16.25]
1340	Portland St	[0.6052631578947368, 18.212903225806453, 17.63225806451613, 0.24390243902439024, 16.56969696969697, 18.53939393939394, 0.3333333333333333, 16.083333333333332, 17.666666666666668]
1341	Prairie View	[0.5517241379310345, 17.779661016949152, 17.220338983050848, 0.22641509433962265, 15.223255813953488, 18.167441860465118, 0.5714285714285714, 16.821428571428573, 16.410714285714285]
1342	Presbyterian	[0.3125, 16.09338521400778, 17.35408560311284, 0.10869565217391304, 14.782608695652174, 19.081521739130434, 0.0, 14.10958904109589, 18.0]
1343	Princeton	[0.7567567567567568, 16.956228956228955, 15.272727272727273, 0.5, 16.62962962962963, 16.067901234567902, 0.3333333333333333, 17.166666666666668, 16.875]
1344	Providence	[0.7755102040816326, 17.845771144278608, 15.656716417910447, 0.4411764705882353, 16.58695652173913, 17.471014492753625, 0.5294117647058824, 16.62773722627737, 16.131386861313867]
1345	Purdue	[0.7254901960784313, 18.038740920096853, 15.7772397094431, 0.3225806451612903, 15.593625498007968, 16.764940239043824, 0.25, 16.68702290076336, 18.091603053435115]
1346	Quinnipiac	[0.6363636363636364, 17.56056338028169, 16.292957746478873, 0.4634146341463415, 18.513432835820897, 18.829850746268658, 0.42857142857142855, 18.71186440677966, 19.627118644067796]
1347	Radford	[0.6363636363636364, 18.18045112781955, 17.2406015037594, 0.4222222222222222, 16.816438356164383, 17.852054794520548, 0.6, 17.358024691358025, 16.617283950617285]
1348	Rhode Island	[0.6, 16.573002754820937, 15.305785123966942, 0.35135135135135137, 15.933110367892976, 17.224080267558527, 0.25, 15.125, 15.375]
1349	Rice	[0.3157894736842105, 15.435897435897436, 16.76923076923077, 0.16216216216216217, 14.805369127516778, 17.436241610738254, 0.09090909090909091, 15.692307692307692, 16.46153846153846]
1350	Richmond	[0.82, 17.230392156862745, 14.877450980392156, 0.3076923076923077, 15.71069182389937, 16.67924528301887, 0.375, 16.5, 16.625]
1351	Rider	[0.625, 16.811145510835914, 16.222910216718265, 0.5454545454545454, 16.850704225352114, 17.098591549295776, 0.36363636363636365, 16.382022471910112, 17.573033707865168]
1352	Robert Morris	[0.7391304347826086, 18.382749326145554, 16.657681940700808, 0.5294117647058824, 16.860635696821515, 17.276283618581907, 0.6, 17.1, 18.15]
1353	Rutgers	[0.47058823529411764, 16.622549019607842, 16.83823529411765, 0.2, 15.85, 18.492857142857144, 0.5555555555555556, 15.166666666666666, 16.77777777777778]
1354	S Carolina St	[0.40625, 16.115830115830114, 17.366795366795365, 0.12244897959183673, 13.8989898989899, 17.848484848484848, 0.16666666666666666, 13.791666666666666, 15.625]
1355	S Dakota St	[0.9090909090909091, 18.96969696969697, 15.416666666666666, 0.45454545454545453, 17.19327731092437, 17.675070028011206, 0.6428571428571429, 17.20353982300885, 15.858407079646017]
1356	S Illinois	[0.5897435897435898, 16.05732484076433, 15.73248407643312, 0.20930232558139536, 15.290697674418604, 16.77906976744186, 0.4166666666666667, 14.9375, 14.979166666666666]
1357	Sacred Heart	[0.40540540540540543, 18.0, 18.23489932885906, 0.22, 16.95843520782396, 18.91442542787286, 0.5, 18.424242424242426, 18.424242424242426]
1358	Sam Houston St	[0.7647058823529411, 17.14909090909091, 14.829090909090908, 0.4883720930232558, 16.865329512893982, 17.048710601719197, 0.6428571428571429, 16.17391304347826, 15.756521739130434]
1359	Samford	[0.5555555555555556, 17.26206896551724, 17.151724137931033, 0.20833333333333334, 15.922680412371134, 18.515463917525775, 0.25, 16.03076923076923, 17.046153846153846]
1360	San Diego	[0.575, 16.62111801242236, 16.074534161490682, 0.35135135135135137, 15.191919191919192, 16.14814814814815, 0.4, 16.710743801652892, 16.8099173553719]
1361	San Diego St	[0.9302325581395349, 16.631884057971014, 13.228985507246376, 0.6060606060606061, 15.947368421052632, 15.135338345864662, 0.64, 16.472906403940886, 15.182266009852217]
1362	San Francisco	[0.5454545454545454, 17.937853107344633, 17.135593220338983, 0.4857142857142857, 16.954063604240282, 17.469964664310954, 0.36363636363636365, 17.0, 17.31111111111111]
1363	San Jose St	[0.16216216216216217, 13.940199335548172, 16.6046511627907, 0.175, 14.95625, 18.2875, 0.0, 14.5625, 18.625]
1364	Santa Barbara	[0.6857142857142857, 16.946996466431095, 15.583038869257951, 0.37209302325581395, 16.50857142857143, 17.222857142857144, 0.5555555555555556, 14.594594594594595, 14.567567567567568]
1365	Santa Clara	[0.5454545454545454, 17.24507042253521, 16.82816901408451, 0.40540540540540543, 16.632996632996633, 17.50841750841751, 0.4, 17.025, 17.0]
1366	Savannah St	[0.59375, 14.61003861003861, 14.069498069498069, 0.27450980392156865, 13.62621359223301, 16.354368932038835, 0.2857142857142857, 14.842105263157896, 14.842105263157896]
1367	SC Upstate	[0.7222222222222222, 18.214532871972317, 16.096885813148788, 0.38, 16.77227722772277, 17.094059405940595, 0.8333333333333334, 17.875, 15.416666666666666]
1368	SE Louisiana	[0.5625, 17.968992248062015, 17.31782945736434, 0.19607843137254902, 15.343065693430656, 18.16058394160584, 0.2, 16.0, 16.29268292682927]
1369	SE Missouri St	[0.6, 19.028169014084508, 18.37323943661972, 0.38095238095238093, 17.91715976331361, 18.437869822485208, 0.4166666666666667, 18.020833333333332, 17.958333333333332]
1370	Seattle	[0.4523809523809524, 16.879765395894427, 16.299120234604107, 0.2777777777777778, 15.695501730103807, 17.529411764705884, 0.375, 16.0, 16.923076923076923]
1371	Seton Hall	[0.6, 17.39950372208437, 16.168734491315135, 0.2857142857142857, 16.295774647887324, 17.514084507042252, 0.6153846153846154, 16.547169811320753, 16.735849056603772]
1372	SF Austin	[0.972972972972973, 18.5993265993266, 14.437710437710438, 0.813953488372093, 17.657971014492755, 15.36231884057971, 0.7272727272727273, 18.06741573033708, 16.471910112359552]
1373	Siena	[0.46511627906976744, 16.68, 17.0, 0.27906976744186046, 16.382608695652173, 18.31304347826087, 0.2222222222222222, 16.02777777777778, 17.666666666666668]
1374	SMU	[0.782608695652174, 17.91891891891892, 14.891891891891891, 0.5405405405405406, 16.33108108108108, 16.054054054054053, 0.5384615384615384, 15.673076923076923, 15.25]
1375	South Alabama	[0.5526315789473685, 17.084967320261438, 16.973856209150327, 0.2857142857142857, 16.775510204081634, 18.396501457725947, 0.14285714285714285, 15.071428571428571, 16.964285714285715]
1376	South Carolina	[0.5714285714285714, 17.61323155216285, 16.452926208651398, 0.15625, 15.046511627906977, 17.58139534883721, 0.6470588235294118, 16.116788321167885, 15.678832116788321]
1377	South Dakota	[0.5, 18.046875, 17.8359375, 0.3111111111111111, 16.24793388429752, 18.132231404958677, 0.2222222222222222, 16.68421052631579, 17.36842105263158]
1378	South Florida	[0.47058823529411764, 16.009685230024214, 16.411622276029057, 0.21052631578947367, 14.245161290322581, 16.780645161290323, 0.0, 14.78048780487805, 16.097560975609756]
1379	Southern Miss	[0.7777777777777778, 17.560137457044675, 15.292096219931272, 0.4444444444444444, 15.674931129476583, 16.606060606060606, 0.7777777777777778, 18.56756756756757, 17.0]
1380	Southern Univ	[0.7333333333333333, 17.095435684647303, 14.45643153526971, 0.48, 16.18905472636816, 16.228855721393035, 0.45454545454545453, 14.719101123595506, 15.303370786516854]
1381	Southern Utah	[0.34285714285714286, 16.473498233215548, 17.823321554770317, 0.13333333333333333, 15.546961325966851, 18.81767955801105, 0.2, 15.1, 18.65]
1382	St Bonaventure	[0.6190476190476191, 18.219584569732937, 16.700296735905045, 0.4, 17.08359133126935, 17.69659442724458, 0.7272727272727273, 17.863636363636363, 16.681818181818183]
1383	St Francis NY	[0.6666666666666666, 17.26751592356688, 16.05095541401274, 0.4489795918367347, 17.106060606060606, 17.303030303030305, 0.5, 15.83673469387755, 15.83673469387755]
1384	St Francis PA	[0.4594594594594595, 16.29530201342282, 17.201342281879196, 0.24528301886792453, 14.892523364485982, 16.906542056074766, 'Nan', 'Nan', 'Nan']
1385	St John's	[0.75, 17.604761904761904, 15.747619047619047, 0.41935483870967744, 16.404761904761905, 17.333333333333332, 0.3333333333333333, 17.216494845360824, 17.876288659793815]
1386	St Joseph's PA	[0.7272727272727273, 16.926553672316384, 15.282485875706215, 0.40540540540540543, 16.06020066889632, 17.03010033444816, 0.5333333333333333, 17.0, 16.852459016393443]
1387	St Louis	[0.7307692307692307, 16.723809523809525, 14.790476190476191, 0.5625, 16.100775193798448, 16.54263565891473, 0.5333333333333333, 15.487603305785123, 15.40495867768595]
1388	St Mary's CA	[0.84, 18.748129675810475, 15.775561097256858, 0.6666666666666666, 17.104477611940297, 15.992537313432836, 0.3333333333333333, 15.608247422680412, 16.391752577319586]
1389	St Peter's	[0.5128205128205128, 15.624203821656051, 15.560509554140127, 0.3404255319148936, 14.881889763779528, 16.094488188976378, 0.3333333333333333, 14.849315068493151, 15.150684931506849]
1390	Stanford	[0.75, 18.415584415584416, 15.761038961038961, 0.4411764705882353, 17.492753623188406, 17.89855072463768, 0.5, 17.324137931034482, 17.282758620689656]
1391	Stetson	[0.4722222222222222, 16.979310344827585, 17.275862068965516, 0.1702127659574468, 15.96808510638298, 19.138297872340427, 0.3333333333333333, 15.291666666666666, 16.291666666666668]
1392	Stony Brook	[0.8421052631578947, 17.19078947368421, 14.592105263157896, 0.5918367346938775, 16.358585858585858, 15.6010101010101, 0.7142857142857143, 18.464285714285715, 16.071428571428573]
1393	Syracuse	[0.8363636363636363, 17.742663656884876, 14.20316027088036, 0.5483870967741935, 16.144, 16.176, 0.6842105263157895, 16.666666666666668, 15.11111111111111]
1394	TAM C. Christi	[0.5263157894736842, 16.56393442622951, 16.268852459016394, 0.35555555555555557, 15.878116343490305, 17.05263157894737, 0.4, 15.6, 16.0]
1395	TCU	[0.5098039215686274, 16.13691931540342, 15.74083129584352, 0.15625, 14.599221789883268, 17.603112840466927, 0.45454545454545453, 14.977272727272727, 16.113636363636363]
1396	Temple	[0.6739130434782609, 18.12972972972973, 17.075675675675676, 0.4857142857142857, 16.43971631205674, 16.71631205673759, 0.47058823529411764, 17.594202898550726, 17.594202898550726]
1397	Tennessee	[0.7291666666666666, 17.25, 15.375, 0.40625, 15.641221374045802, 15.65648854961832, 0.55, 16.8944099378882, 16.149068322981368]
1398	Tennessee St	[0.4117647058823529, 16.744525547445257, 17.255474452554743, 0.14893617021276595, 15.564986737400531, 18.281167108753316, 0.2857142857142857, 16.535714285714285, 17.392857142857142]
1399	Tennessee Tech	[0.6388888888888888, 17.647058823529413, 17.30795847750865, 0.2391304347826087, 16.266304347826086, 18.36413043478261, 0.25, 17.4375, 18.3125]
1400	Texas	[0.7884615384615384, 17.80614657210402, 15.21985815602837, 0.34375, 16.16216216216216, 17.590733590733592, 0.47058823529411764, 16.248175182481752, 16.05839416058394]
1401	Texas A&M	[0.7735849056603774, 17.11111111111111, 15.060185185185185, 0.3333333333333333, 14.872427983539094, 15.950617283950617, 0.3076923076923077, 14.49056603773585, 15.415094339622641]
1402	Texas St	[0.3157894736842105, 16.123778501628664, 16.964169381107492, 0.24390243902439024, 15.210843373493976, 17.00602409638554, 0.5454545454545454, 16.772727272727273, 16.545454545454547]
1403	Texas Tech	[0.5892857142857143, 17.34811529933481, 16.323725055432373, 0.0967741935483871, 14.152610441767068, 17.951807228915662, 0.25, 15.34375, 18.40625]
1404	TN Martin	[0.42857142857142855, 17.817543859649124, 18.15438596491228, 0.2916666666666667, 16.492227979274613, 19.072538860103627, 0.0, 16.375, 18.625]
1405	Toledo	[0.8, 18.771604938271604, 16.604938271604937, 0.5333333333333333, 18.03867403314917, 18.370165745856355, 0.625, 19.9375, 19.0]
1406	Towson	[0.6052631578947368, 17.37012987012987, 16.246753246753247, 0.46808510638297873, 16.12565445026178, 16.94240837696335, 0.625, 16.615384615384617, 15.63076923076923]
1407	Troy	[0.45, 16.21276595744681, 16.231003039513677, 0.21428571428571427, 15.875739644970414, 17.674556213017752, 0.2857142857142857, 14.551724137931034, 16.03448275862069]
1408	Tulane	[0.64, 16.516129032258064, 15.741935483870968, 0.3939393939393939, 16.02247191011236, 17.34082397003745, 0.2727272727272727, 15.204545454545455, 17.886363636363637]
1409	Tulsa	[0.7380952380952381, 17.032258064516128, 15.085043988269796, 0.5263157894736842, 16.96078431372549, 17.30065359477124, 0.5, 16.265625, 16.375]
1410	UTRGV	[0.4838709677419355, 15.873517786561266, 16.56916996047431, 0.19148936170212766, 14.767195767195767, 17.349206349206348, 0.3333333333333333, 16.894736842105264, 17.842105263157894]
1411	TX Southern	[0.8181818181818182, 19.134328358208954, 16.0, 0.4107142857142857, 16.332603938730852, 17.439824945295406, 0.7, 18.6, 17.3]
1412	UAB	[0.7111111111111111, 18.153005464480874, 16.557377049180328, 0.34285714285714286, 16.487632508833922, 17.78798586572438, 0.375, 16.38167938931298, 17.786259541984734]
1413	UC Davis	[0.5789473684210527, 18.09061488673139, 17.59223300970874, 0.38636363636363635, 16.8876404494382, 18.207865168539325, 0.7142857142857143, 16.63157894736842, 16.596491228070175]
1414	UC Irvine	[0.7777777777777778, 17.49828178694158, 15.573883161512027, 0.4375, 16.350515463917525, 16.556701030927837, 0.6923076923076923, 15.752380952380953, 14.323809523809524]
1415	UC Riverside	[0.5, 16.323624595469255, 16.401294498381876, 0.11363636363636363, 14.828169014084507, 17.459154929577466, 0.0, 13.625, 16.75]
1416	UCF	[0.6, 17.209876543209877, 16.760493827160495, 0.2647058823529412, 16.644927536231883, 18.73913043478261, 0.3333333333333333, 17.185185185185187, 17.185185185185187]
1417	UCLA	[0.8867924528301887, 20.13888888888889, 16.708333333333332, 0.4482758620689655, 16.836206896551722, 17.29310344827586, 0.5769230769230769, 18.21153846153846, 17.971153846153847]
1418	ULL	[0.7368421052631579, 19.631067961165048, 17.17799352750809, 0.3111111111111111, 17.642857142857142, 19.087912087912088, 0.6363636363636364, 17.8876404494382, 17.0561797752809]
1419	ULM	[0.47058823529411764, 15.652173913043478, 16.13768115942029, 0.30952380952380953, 14.88888888888889, 16.941520467836256, 0.16666666666666666, 14.458333333333334, 15.708333333333334]
1420	UMBC	[0.3684210526315789, 15.625806451612902, 16.780645161290323, 0.08163265306122448, 14.66161616161616, 17.853535353535353, 0.5, 17.625, 18.375]
1421	UNC Asheville	[0.625, 18.43579766536965, 17.058365758754864, 0.37777777777777777, 17.768595041322314, 18.914600550964188, 0.2222222222222222, 18.694444444444443, 19.833333333333332]
